ticket_id,created_at,category,priority,queue
TCK-20250618-013967,2025-06-18 09:06:53,Rede/Internet,P4,ServiceDesk-N1
TCK-20250618-013968,2025-06-18 07:46:08,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250618-013969,2025-06-18 10:24:06,Rede/Internet,P4,Infra
TCK-20250618-013970,2025-06-18 13:56:58,Software,P4,ServiceDesk-N1
TCK-20250618-013971,2025-06-18 10:52:56,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250618-013972,2025-06-18 09:04:34,Rede/Internet,P3,ServiceDesk-N1
TCK-20250618-013973,2025-06-18 13:00:31,Rede/Internet,P3,ServiceDesk-N1
TCK-20250618-013974,2025-06-18 12:19:15,Impressão,P4,ServiceDesk-N1
TCK-20250618-013975,2025-06-18 10:27:20,Software,P2,ServiceDesk-N2
TCK-20250618-013976,2025-06-18 14:51:12,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250618-013977,2025-06-18 09:47:15,Software,P4,ServiceDesk-N1
TCK-20250618-013978,2025-06-18 11:30:01,Hardware,P4,ServiceDesk-N1
TCK-20250618-013979,2025-06-18 09:48:52,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250618-013980,2025-06-18 08:58:24,Software,P4,ServiceDesk-N1
TCK-20250618-013981,2025-06-18 11:45:46,Acesso/Conta,P3,Field
TCK-20250618-013982,2025-06-18 14:17:53,Rede/Internet,P4,ServiceDesk-N1
TCK-20250618-013983,2025-06-18 18:51:19,Rede/Internet,P4,ServiceDesk-N1
TCK-20250619-013984,2025-06-19 10:56:00,Rede/Internet,P4,ServiceDesk-N2
TCK-20250619-013985,2025-06-19 12:25:11,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250619-013986,2025-06-19 13:00:50,Email,P4,ServiceDesk-N1
TCK-20250619-013987,2025-06-19 17:02:37,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250619-013988,2025-06-19 13:26:47,Software,P4,ServiceDesk-N2
TCK-20250619-013989,2025-06-19 11:02:40,Software,P3,ServiceDesk-N2
TCK-20250619-013990,2025-06-19 15:37:43,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250619-013991,2025-06-19 11:10:04,Rede/Internet,P3,Field
TCK-20250619-013992,2025-06-19 12:50:08,Acesso/Conta,P3,Infra
TCK-20250619-013993,2025-06-19 18:21:36,VPN/Conectividade,P4,Infra
TCK-20250619-013994,2025-06-19 11:59:41,Hardware,P2,ServiceDesk-N1
TCK-20250619-013995,2025-06-19 13:50:21,Hardware,P3,ServiceDesk-N1
TCK-20250619-013996,2025-06-19 12:05:40,Email,P2,ServiceDesk-N1
TCK-20250619-013997,2025-06-19 12:36:32,VPN/Conectividade,P3,Field
TCK-20250619-013998,2025-06-19 15:40:57,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250619-013999,2025-06-19 13:14:26,Rede/Internet,P4,ServiceDesk-N2
TCK-20250619-014000,2025-06-19 09:24:35,Rede/Internet,P3,ServiceDesk-N2
TCK-20250619-014001,2025-06-19 08:56:49,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250619-014002,2025-06-19 11:42:01,Rede/Internet,P3,ServiceDesk-N1
TCK-20250619-014003,2025-06-19 12:43:01,Rede/Internet,P4,ServiceDesk-N1
TCK-20250619-014004,2025-06-19 13:14:29,Email,P2,ServiceDesk-N1
TCK-20250619-014005,2025-06-19 15:44:04,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250619-014006,2025-06-19 16:13:39,Email,P4,ServiceDesk-N1
TCK-20250619-014007,2025-06-19 16:42:39,Software,P3,ServiceDesk-N1
TCK-20250619-014008,2025-06-19 13:36:19,Rede/Internet,P4,ServiceDesk-N1
TCK-20250619-014009,2025-06-19 13:15:28,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250619-014010,2025-06-19 06:45:24,Email,P3,ServiceDesk-N1
TCK-20250619-014011,2025-06-19 11:17:00,Software,P4,ServiceDesk-N1
TCK-20250619-014012,2025-06-19 16:20:35,Software,P3,ServiceDesk-N1
TCK-20250619-014013,2025-06-19 14:51:19,Rede/Internet,P3,Infra
TCK-20250619-014014,2025-06-19 09:44:46,Email,P1,ServiceDesk-N1
TCK-20250619-014015,2025-06-19 09:30:08,Software,P4,Infra
TCK-20250619-014016,2025-06-19 10:58:32,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250619-014017,2025-06-19 11:37:05,Rede/Internet,P4,ServiceDesk-N1
TCK-20250619-014018,2025-06-19 15:38:34,Impressão,P4,ServiceDesk-N1
TCK-20250619-014019,2025-06-19 11:41:31,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250619-014020,2025-06-19 16:23:12,Hardware,P2,ServiceDesk-N1
TCK-20250619-014021,2025-06-19 11:36:07,Hardware,P3,Infra
TCK-20250619-014022,2025-06-19 11:36:20,Rede/Internet,P4,Field
TCK-20250619-014023,2025-06-19 20:09:27,Hardware,P4,ServiceDesk-N1
TCK-20250619-014024,2025-06-19 07:22:37,Rede/Internet,P2,ServiceDesk-N1
TCK-20250619-014025,2025-06-19 15:35:48,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250619-014026,2025-06-19 10:14:06,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250619-014027,2025-06-19 14:40:32,Email,P3,ServiceDesk-N1
TCK-20250620-014028,2025-06-20 11:14:24,Telefonia,P3,ServiceDesk-N1
TCK-20250620-014029,2025-06-20 10:18:57,Software,P3,ServiceDesk-N1
TCK-20250620-014030,2025-06-20 17:52:40,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250620-014031,2025-06-20 12:34:56,Email,P4,ServiceDesk-N1
TCK-20250620-014032,2025-06-20 10:03:44,Hardware,P4,ServiceDesk-N1
TCK-20250620-014033,2025-06-20 14:04:33,Impressão,P3,ServiceDesk-N2
TCK-20250620-014034,2025-06-20 16:01:41,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250620-014035,2025-06-20 15:08:54,Software,P4,ServiceDesk-N1
TCK-20250620-014036,2025-06-20 13:40:11,Hardware,P4,ServiceDesk-N1
TCK-20250620-014037,2025-06-20 11:31:56,Impressão,P4,Infra
TCK-20250620-014038,2025-06-20 18:15:27,Rede/Internet,P1,ServiceDesk-N2
TCK-20250620-014039,2025-06-20 14:32:19,Impressão,P3,ServiceDesk-N2
TCK-20250620-014040,2025-06-20 13:46:34,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250620-014041,2025-06-20 11:55:47,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250620-014042,2025-06-20 13:35:36,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250620-014043,2025-06-20 14:43:08,Software,P4,ServiceDesk-N1
TCK-20250620-014044,2025-06-20 12:38:24,Email,P4,ServiceDesk-N1
TCK-20250620-014045,2025-06-20 13:34:31,Software,P3,ServiceDesk-N1
TCK-20250620-014046,2025-06-20 07:12:12,Rede/Internet,P4,ServiceDesk-N1
TCK-20250620-014047,2025-06-20 16:35:01,Hardware,P4,ServiceDesk-N1
TCK-20250620-014048,2025-06-20 20:13:21,Telefonia,P3,ServiceDesk-N1
TCK-20250620-014049,2025-06-20 14:08:32,Rede/Internet,P3,Infra
TCK-20250620-014050,2025-06-20 18:44:15,Rede/Internet,P3,ServiceDesk-N1
TCK-20250620-014051,2025-06-20 20:21:01,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250620-014052,2025-06-20 12:00:22,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250620-014053,2025-06-20 15:03:12,Rede/Internet,P4,ServiceDesk-N1
TCK-20250620-014054,2025-06-20 12:00:38,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250620-014055,2025-06-20 13:44:58,Software,P2,ServiceDesk-N1
TCK-20250620-014056,2025-06-20 11:04:30,Email,P4,ServiceDesk-N1
TCK-20250620-014057,2025-06-20 09:08:56,Impressão,P2,ServiceDesk-N1
TCK-20250620-014058,2025-06-20 12:02:03,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250620-014059,2025-06-20 11:37:36,Telefonia,P4,Infra
TCK-20250620-014060,2025-06-20 11:37:43,Hardware,P4,ServiceDesk-N2
TCK-20250620-014061,2025-06-20 17:18:21,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250620-014062,2025-06-20 12:29:26,Software,P3,Infra
TCK-20250620-014063,2025-06-20 15:26:27,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250620-014064,2025-06-20 08:18:18,Software,P4,ServiceDesk-N1
TCK-20250620-014065,2025-06-20 09:06:14,Rede/Internet,P4,ServiceDesk-N1
TCK-20250620-014066,2025-06-20 14:09:46,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250620-014067,2025-06-20 10:07:05,Hardware,P4,ServiceDesk-N2
TCK-20250620-014068,2025-06-20 10:55:00,Email,P4,Infra
TCK-20250620-014069,2025-06-20 16:24:58,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250620-014070,2025-06-20 09:32:38,Rede/Internet,P4,ServiceDesk-N1
TCK-20250620-014071,2025-06-20 10:20:21,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250620-014072,2025-06-20 13:36:17,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250620-014073,2025-06-20 14:00:34,Email,P3,ServiceDesk-N1
TCK-20250620-014074,2025-06-20 15:23:19,Telefonia,P2,ServiceDesk-N1
TCK-20250620-014075,2025-06-20 14:47:57,Acesso/Conta,P4,Infra
TCK-20250620-014076,2025-06-20 10:54:23,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250620-014077,2025-06-20 08:48:32,Software,P3,ServiceDesk-N2
TCK-20250620-014078,2025-06-20 05:26:00,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250620-014079,2025-06-20 12:49:35,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250620-014080,2025-06-20 06:44:52,Rede/Internet,P3,ServiceDesk-N2
TCK-20250620-014081,2025-06-20 13:22:10,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250620-014082,2025-06-20 14:25:55,Acesso/Conta,P4,Field
TCK-20250620-014083,2025-06-20 09:12:02,Acesso/Conta,P4,Infra
TCK-20250620-014084,2025-06-20 14:27:55,Rede/Internet,P3,Field
TCK-20250620-014085,2025-06-20 11:44:42,Software,P3,Field
TCK-20250620-014086,2025-06-20 11:52:35,Email,P3,ServiceDesk-N1
TCK-20250620-014087,2025-06-20 16:10:05,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250620-014088,2025-06-20 10:40:15,Software,P3,ServiceDesk-N1
TCK-20250620-014089,2025-06-20 12:49:42,Rede/Internet,P4,ServiceDesk-N1
TCK-20250620-014090,2025-06-20 11:27:28,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250620-014091,2025-06-20 16:00:33,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250620-014092,2025-06-20 13:08:54,Hardware,P4,ServiceDesk-N1
TCK-20250620-014093,2025-06-20 14:23:27,Rede/Internet,P3,ServiceDesk-N1
TCK-20250620-014094,2025-06-20 13:40:07,Rede/Internet,P3,ServiceDesk-N1
TCK-20250620-014095,2025-06-20 15:34:23,Email,P3,ServiceDesk-N2
TCK-20250620-014096,2025-06-20 11:12:55,Software,P3,Field
TCK-20250620-014097,2025-06-20 14:56:09,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250620-014098,2025-06-20 09:25:24,Software,P4,ServiceDesk-N1
TCK-20250620-014099,2025-06-20 07:39:06,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250620-014100,2025-06-20 15:36:59,Hardware,P3,ServiceDesk-N1
TCK-20250620-014101,2025-06-20 13:12:43,Rede/Internet,P2,Field
TCK-20250620-014102,2025-06-20 13:12:32,Rede/Internet,P2,ServiceDesk-N1
TCK-20250620-014103,2025-06-20 11:00:46,Email,P2,ServiceDesk-N1
TCK-20250620-014104,2025-06-20 12:30:14,Email,P4,Infra
TCK-20250620-014105,2025-06-20 11:30:30,Hardware,P2,ServiceDesk-N1
TCK-20250620-014106,2025-06-20 11:18:03,Rede/Internet,P4,ServiceDesk-N1
TCK-20250620-014107,2025-06-20 14:12:16,Email,P4,ServiceDesk-N2
TCK-20250620-014108,2025-06-20 16:08:34,Rede/Internet,P3,ServiceDesk-N1
TCK-20250620-014109,2025-06-20 07:31:09,Email,P4,ServiceDesk-N2
TCK-20250620-014110,2025-06-20 09:06:25,Impressão,P3,Field
TCK-20250620-014111,2025-06-20 14:20:01,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250620-014112,2025-06-20 16:43:02,Rede/Internet,P4,ServiceDesk-N1
TCK-20250620-014113,2025-06-20 11:17:45,Email,P1,ServiceDesk-N1
TCK-20250620-014114,2025-06-20 10:04:47,Software,P4,Infra
TCK-20250620-014115,2025-06-20 13:43:57,Hardware,P4,Infra
TCK-20250620-014116,2025-06-20 11:57:20,VPN/Conectividade,P4,Infra
TCK-20250620-014117,2025-06-20 15:27:52,Software,P4,ServiceDesk-N1
TCK-20250620-014118,2025-06-20 13:36:45,Software,P4,Infra
TCK-20250620-014119,2025-06-20 14:35:48,VPN/Conectividade,P3,Infra
TCK-20250620-014120,2025-06-20 16:45:43,Email,P4,ServiceDesk-N1
TCK-20250621-014121,2025-06-21 12:54:50,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250621-014122,2025-06-21 15:16:40,Hardware,P3,ServiceDesk-N2
TCK-20250621-014123,2025-06-21 18:52:10,Hardware,P4,ServiceDesk-N2
TCK-20250621-014124,2025-06-21 12:32:36,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250621-014125,2025-06-21 11:34:09,Telefonia,P2,ServiceDesk-N1
TCK-20250621-014126,2025-06-21 19:11:01,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250621-014127,2025-06-21 14:10:17,Acesso/Conta,P2,Infra
TCK-20250621-014128,2025-06-21 17:18:33,Software,P4,ServiceDesk-N1
TCK-20250621-014129,2025-06-21 12:33:45,Hardware,P4,ServiceDesk-N1
TCK-20250621-014130,2025-06-21 13:01:32,Rede/Internet,P3,Infra
TCK-20250621-014131,2025-06-21 14:01:43,Software,P4,ServiceDesk-N1
TCK-20250621-014132,2025-06-21 19:20:09,Software,P3,ServiceDesk-N1
TCK-20250621-014133,2025-06-21 12:09:45,Rede/Internet,P3,ServiceDesk-N1
TCK-20250621-014134,2025-06-21 13:34:10,Email,P2,ServiceDesk-N1
TCK-20250621-014135,2025-06-21 10:46:07,Rede/Internet,P4,ServiceDesk-N2
TCK-20250621-014136,2025-06-21 15:14:38,Hardware,P3,ServiceDesk-N2
TCK-20250621-014137,2025-06-21 15:52:54,Hardware,P4,ServiceDesk-N2
TCK-20250621-014138,2025-06-21 13:26:34,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250621-014139,2025-06-21 13:37:04,Software,P4,ServiceDesk-N1
TCK-20250621-014140,2025-06-21 14:13:00,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250621-014141,2025-06-21 11:20:35,Software,P4,Infra
TCK-20250621-014142,2025-06-21 14:31:54,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250621-014143,2025-06-21 06:34:47,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250621-014144,2025-06-21 14:48:06,Rede/Internet,P2,ServiceDesk-N2
TCK-20250621-014145,2025-06-21 12:47:08,Rede/Internet,P4,ServiceDesk-N2
TCK-20250621-014146,2025-06-21 12:15:52,Software,P4,Infra
TCK-20250621-014147,2025-06-21 10:26:58,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250621-014148,2025-06-21 12:09:32,Hardware,P4,ServiceDesk-N1
TCK-20250621-014149,2025-06-21 13:00:37,Hardware,P4,Field
TCK-20250621-014150,2025-06-21 13:33:53,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250621-014151,2025-06-21 11:35:43,Telefonia,P3,ServiceDesk-N1
TCK-20250621-014152,2025-06-21 13:41:03,Acesso/Conta,P4,Field
TCK-20250621-014153,2025-06-21 16:06:36,Email,P4,ServiceDesk-N1
TCK-20250621-014154,2025-06-21 12:15:54,Impressão,P4,Field
TCK-20250621-014155,2025-06-21 15:33:02,Telefonia,P4,ServiceDesk-N2
TCK-20250621-014156,2025-06-21 11:46:52,Rede/Internet,P3,ServiceDesk-N2
TCK-20250621-014157,2025-06-21 10:24:11,Software,P3,ServiceDesk-N1
TCK-20250621-014158,2025-06-21 11:59:18,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250621-014159,2025-06-21 11:04:42,Hardware,P3,ServiceDesk-N1
TCK-20250621-014160,2025-06-21 06:13:48,Rede/Internet,P4,ServiceDesk-N1
TCK-20250621-014161,2025-06-21 17:53:45,VPN/Conectividade,P3,ServiceDesk-N2
TCK-20250621-014162,2025-06-21 17:14:01,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250621-014163,2025-06-21 16:32:33,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250621-014164,2025-06-21 13:13:41,Telefonia,P4,ServiceDesk-N1
TCK-20250621-014165,2025-06-21 17:43:04,Telefonia,P3,ServiceDesk-N1
TCK-20250621-014166,2025-06-21 13:45:30,VPN/Conectividade,P4,Infra
TCK-20250621-014167,2025-06-21 06:11:03,Hardware,P3,ServiceDesk-N1
TCK-20250621-014168,2025-06-21 14:00:39,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250621-014169,2025-06-21 18:42:34,Rede/Internet,P3,ServiceDesk-N1
TCK-20250621-014170,2025-06-21 15:08:01,Rede/Internet,P4,ServiceDesk-N1
TCK-20250621-014171,2025-06-21 13:15:40,Hardware,P4,ServiceDesk-N2
TCK-20250621-014172,2025-06-21 23:10:15,Email,P4,Infra
TCK-20250621-014173,2025-06-21 20:03:55,Acesso/Conta,P3,ServiceDesk-N2
TCK-20250621-014174,2025-06-21 12:04:25,Impressão,P4,Field
TCK-20250621-014175,2025-06-21 10:31:28,Rede/Internet,P3,ServiceDesk-N1
TCK-20250621-014176,2025-06-21 15:42:18,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250621-014177,2025-06-21 10:33:42,Telefonia,P4,ServiceDesk-N1
TCK-20250621-014178,2025-06-21 14:21:51,Software,P4,ServiceDesk-N1
TCK-20250621-014179,2025-06-21 12:44:03,Impressão,P3,ServiceDesk-N1
TCK-20250621-014180,2025-06-21 16:08:28,Telefonia,P4,ServiceDesk-N1
TCK-20250621-014181,2025-06-21 13:02:29,Telefonia,P4,ServiceDesk-N2
TCK-20250621-014182,2025-06-21 12:21:26,Software,P3,ServiceDesk-N1
TCK-20250621-014183,2025-06-21 17:41:26,Rede/Internet,P2,ServiceDesk-N1
TCK-20250621-014184,2025-06-21 10:52:11,Software,P2,ServiceDesk-N2
TCK-20250621-014185,2025-06-21 17:44:31,Rede/Internet,P4,Infra
TCK-20250621-014186,2025-06-21 12:13:55,VPN/Conectividade,P3,ServiceDesk-N1
TCK-20250621-014187,2025-06-21 14:02:27,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250622-014188,2025-06-22 15:46:29,Software,P4,ServiceDesk-N1
TCK-20250622-014189,2025-06-22 09:34:46,Acesso/Conta,P2,ServiceDesk-N1
TCK-20250622-014190,2025-06-22 12:29:51,Software,P4,ServiceDesk-N1
TCK-20250622-014191,2025-06-22 09:12:17,Software,P4,Field
TCK-20250622-014192,2025-06-22 11:21:24,Hardware,P3,ServiceDesk-N1
TCK-20250622-014193,2025-06-22 18:08:02,Rede/Internet,P3,Field
TCK-20250622-014194,2025-06-22 12:59:48,Hardware,P4,ServiceDesk-N2
TCK-20250622-014195,2025-06-22 15:42:04,VPN/Conectividade,P3,Field
TCK-20250622-014196,2025-06-22 15:25:51,VPN/Conectividade,P1,Field
TCK-20250622-014197,2025-06-22 12:52:14,Email,P2,ServiceDesk-N1
TCK-20250622-014198,2025-06-22 11:14:53,Email,P1,ServiceDesk-N1
TCK-20250622-014199,2025-06-22 19:56:32,Hardware,P1,ServiceDesk-N2
TCK-20250622-014200,2025-06-22 09:00:03,Rede/Internet,P4,Infra
TCK-20250622-014201,2025-06-22 11:07:55,Rede/Internet,P4,ServiceDesk-N2
TCK-20250622-014202,2025-06-22 12:58:15,VPN/Conectividade,P4,Field
TCK-20250622-014203,2025-06-22 14:00:10,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250622-014204,2025-06-22 12:04:26,Acesso/Conta,P2,Infra
TCK-20250622-014205,2025-06-22 15:39:59,VPN/Conectividade,P4,Infra
TCK-20250622-014206,2025-06-22 15:46:39,Rede/Internet,P2,Infra
TCK-20250622-014207,2025-06-22 13:12:58,Rede/Internet,P3,ServiceDesk-N1
TCK-20250622-014208,2025-06-22 14:53:00,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250622-014209,2025-06-22 12:17:00,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250622-014210,2025-06-22 14:06:30,Rede/Internet,P3,ServiceDesk-N1
TCK-20250622-014211,2025-06-22 15:54:37,Software,P4,ServiceDesk-N1
TCK-20250622-014212,2025-06-22 13:29:44,Email,P4,Field
TCK-20250622-014213,2025-06-22 13:47:11,Hardware,P3,ServiceDesk-N2
TCK-20250622-014214,2025-06-22 13:01:52,Telefonia,P4,ServiceDesk-N1
TCK-20250622-014215,2025-06-22 11:01:53,Software,P4,Infra
TCK-20250622-014216,2025-06-22 09:27:46,Rede/Internet,P3,ServiceDesk-N1
TCK-20250622-014217,2025-06-22 15:31:10,Rede/Internet,P2,ServiceDesk-N1
TCK-20250622-014218,2025-06-22 16:33:12,Software,P4,ServiceDesk-N1
TCK-20250622-014219,2025-06-22 12:47:11,Email,P4,ServiceDesk-N2
TCK-20250622-014220,2025-06-22 13:58:59,Rede/Internet,P4,ServiceDesk-N1
TCK-20250622-014221,2025-06-22 14:26:50,Rede/Internet,P2,Infra
TCK-20250622-014222,2025-06-22 17:14:07,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250622-014223,2025-06-22 13:11:28,Software,P4,Infra
TCK-20250622-014224,2025-06-22 06:49:53,Impressão,P4,ServiceDesk-N1
TCK-20250622-014225,2025-06-22 10:17:07,VPN/Conectividade,P2,ServiceDesk-N1
TCK-20250622-014226,2025-06-22 08:24:59,Rede/Internet,P4,Field
TCK-20250622-014227,2025-06-22 13:42:49,Rede/Internet,P3,ServiceDesk-N1
TCK-20250622-014228,2025-06-22 13:29:13,Software,P4,ServiceDesk-N2
TCK-20250622-014229,2025-06-22 12:09:49,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250622-014230,2025-06-22 15:09:41,Rede/Internet,P4,ServiceDesk-N1
TCK-20250622-014231,2025-06-22 09:49:32,Software,P4,ServiceDesk-N1
TCK-20250622-014232,2025-06-22 13:24:46,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250622-014233,2025-06-22 13:14:42,Telefonia,P3,ServiceDesk-N1
TCK-20250622-014234,2025-06-22 08:45:02,Acesso/Conta,P1,ServiceDesk-N1
TCK-20250622-014235,2025-06-22 16:56:45,Rede/Internet,P3,ServiceDesk-N1
TCK-20250622-014236,2025-06-22 16:35:50,Email,P4,ServiceDesk-N1
TCK-20250622-014237,2025-06-22 12:54:20,Hardware,P3,ServiceDesk-N1
TCK-20250622-014238,2025-06-22 06:40:01,Impressão,P1,ServiceDesk-N1
TCK-20250622-014239,2025-06-22 15:03:00,Software,P4,ServiceDesk-N1
TCK-20250622-014240,2025-06-22 18:05:07,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250622-014241,2025-06-22 14:10:07,Impressão,P2,ServiceDesk-N1
TCK-20250622-014242,2025-06-22 16:34:53,Rede/Internet,P4,ServiceDesk-N1
TCK-20250622-014243,2025-06-22 14:29:32,Software,P4,ServiceDesk-N1
TCK-20250622-014244,2025-06-22 14:03:51,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250622-014245,2025-06-22 12:38:22,Rede/Internet,P2,ServiceDesk-N1
TCK-20250622-014246,2025-06-22 07:14:32,Hardware,P3,Infra
TCK-20250622-014247,2025-06-22 16:10:11,Rede/Internet,P3,ServiceDesk-N1
TCK-20250622-014248,2025-06-22 15:35:42,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250622-014249,2025-06-22 08:59:33,Rede/Internet,P4,ServiceDesk-N1
TCK-20250622-014250,2025-06-22 13:39:25,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250622-014251,2025-06-22 11:25:03,VPN/Conectividade,P4,ServiceDesk-N1
TCK-20250622-014252,2025-06-22 19:17:09,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250623-014253,2025-06-23 11:06:02,Rede/Internet,P4,ServiceDesk-N1
TCK-20250623-014254,2025-06-23 18:28:46,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250623-014255,2025-06-23 12:10:17,Acesso/Conta,P2,Infra
TCK-20250623-014256,2025-06-23 15:13:59,Email,P4,ServiceDesk-N2
TCK-20250623-014257,2025-06-23 09:13:14,Impressão,P4,ServiceDesk-N1
TCK-20250623-014258,2025-06-23 17:07:35,Impressão,P1,ServiceDesk-N1
TCK-20250623-014259,2025-06-23 13:11:43,Software,P4,ServiceDesk-N1
TCK-20250623-014260,2025-06-23 18:42:17,Hardware,P2,ServiceDesk-N1
TCK-20250623-014261,2025-06-23 13:14:29,Software,P3,ServiceDesk-N2
TCK-20250623-014262,2025-06-23 12:36:06,Impressão,P3,ServiceDesk-N1
TCK-20250623-014263,2025-06-23 09:30:24,Software,P3,ServiceDesk-N1
TCK-20250623-014264,2025-06-23 13:48:06,Email,P3,ServiceDesk-N1
TCK-20250623-014265,2025-06-23 16:54:25,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250623-014266,2025-06-23 16:07:36,Acesso/Conta,P1,ServiceDesk-N2
TCK-20250623-014267,2025-06-23 14:20:36,VPN/Conectividade,P3,Field
TCK-20250623-014268,2025-06-23 17:17:46,Rede/Internet,P4,ServiceDesk-N2
TCK-20250623-014269,2025-06-23 12:15:43,Acesso/Conta,P3,ServiceDesk-N1
TCK-20250623-014270,2025-06-23 17:00:55,Impressão,P3,ServiceDesk-N2
TCK-20250623-014271,2025-06-23 17:58:08,Email,P3,ServiceDesk-N1
TCK-20250623-014272,2025-06-23 12:02:35,Rede/Internet,P3,ServiceDesk-N1
TCK-20250623-014273,2025-06-23 05:40:31,Rede/Internet,P3,Field
TCK-20250623-014274,2025-06-23 14:33:36,Email,P2,ServiceDesk-N1
TCK-20250623-014275,2025-06-23 10:14:12,Telefonia,P3,Infra
TCK-20250623-014276,2025-06-23 13:47:38,Rede/Internet,P4,ServiceDesk-N1
TCK-20250623-014277,2025-06-23 13:48:50,Software,P4,ServiceDesk-N1
TCK-20250623-014278,2025-06-23 11:25:44,Acesso/Conta,P4,Infra
TCK-20250623-014279,2025-06-23 11:55:15,Impressão,P3,ServiceDesk-N1
TCK-20250623-014280,2025-06-23 16:47:21,Telefonia,P4,ServiceDesk-N2
TCK-20250623-014281,2025-06-23 15:08:04,VPN/Conectividade,P4,ServiceDesk-N2
TCK-20250623-014282,2025-06-23 14:21:04,Hardware,P4,ServiceDesk-N2
TCK-20250623-014283,2025-06-23 18:59:58,Software,P4,Infra
TCK-20250623-014284,2025-06-23 15:28:49,Software,P4,ServiceDesk-N1
TCK-20250623-014285,2025-06-23 09:23:19,VPN/Conectividade,P2,ServiceDesk-N2
TCK-20250623-014286,2025-06-23 13:47:25,Acesso/Conta,P4,ServiceDesk-N2
TCK-20250623-014287,2025-06-23 17:25:57,Software,P4,ServiceDesk-N1
TCK-20250623-014288,2025-06-23 12:07:52,Acesso/Conta,P4,ServiceDesk-N1
TCK-20250623-014289,2025-06-23 14:53:34,Rede/Internet,P4,ServiceDesk-N2
TCK-20250623-014290,2025-06-23 15:54:48,Impressão,P3,ServiceDesk-N1
